test_id	language	trial_set
ivec15-lre_csweahc	out_of_set	eval
ivec15-lre_csygujc	burmese	eval
ivec15-lre_csywjkc	amharic	eval
ivec15-lre_csyxirc	out_of_set	prog
ivec15-lre_cszsklc	out_of_set	eval
ivec15-lre_ctarvhc	zulu	prog
ivec15-lre_cteklsc	urdu	eval
ivec15-lre_cteykjc	out_of_set	eval
ivec15-lre_ctjginc	burmese	eval
ivec15-lre_ctmyfyc	out_of_set	eval
ivec15-lre_ctphioc	uzbek	eval
ivec15-lre_ctqvvnc	georgian	eval
ivec15-lre_ctudlsc	french	eval
ivec15-lre_ctvmupc	bosnian	eval
ivec15-lre_ctxyqcc	portuguese	eval
ivec15-lre_cubqtdc	tibetan	eval
ivec15-lre_cugtfzc	out_of_set	eval
ivec15-lre_cujrvqc	romanian	eval
ivec15-lre_cujzwlc	swahili	eval
ivec15-lre_culeyoc	out_of_set	eval
ivec15-lre_cumaihc	uzbek	eval
ivec15-lre_cunlyhc	bengali	eval
ivec15-lre_cupfcbc	bengali	eval
ivec15-lre_cupmqxc	tajik	eval
ivec15-lre_cusaxbc	romanian	eval
ivec15-lre_cusvyoc	uzbek	eval
ivec15-lre_cuubldc	out_of_set	eval
ivec15-lre_cvihjec	greek	eval
ivec15-lre_cvkpcpc	bosnian	eval
ivec15-lre_cvkvppc	out_of_set	eval
ivec15-lre_cvmpzwc	thai	eval
ivec15-lre_cvmzflc	japanese	prog
ivec15-lre_cvpmmbc	somali	eval
ivec15-lre_cvrostc	out_of_set	eval
ivec15-lre_cvrznmc	slovak	eval
ivec15-lre_cvvfnuc	oromo	eval
ivec15-lre_cvxlejc	amharic	eval
ivec15-lre_cvzbkwc	polish	eval
ivec15-lre_cvzglbc	kyryz	prog
ivec15-lre_cwacryc	romanian	eval
ivec15-lre_cwcdsgc	out_of_set	eval
ivec15-lre_cwcouqc	korean	eval
ivec15-lre_cwcwznc	greek	eval
ivec15-lre_cweiroc	pashto	eval
ivec15-lre_cwncric	amharic	eval
ivec15-lre_cwnvwfc	khmer	eval
ivec15-lre_cwqxvgc	out_of_set	eval
ivec15-lre_cwrkrzc	greek	eval
ivec15-lre_cwvqgic	kurdish	eval
ivec15-lre_cxdsgic	out_of_set	eval
ivec15-lre_cxeobnc	urdu	eval
ivec15-lre_cxjqdxc	cantonese	prog
ivec15-lre_cxlpdsc	out_of_set	prog
ivec15-lre_cxlzbvc	out_of_set	eval
ivec15-lre_cxooqbc	out_of_set	eval
ivec15-lre_cxtnxsc	mandarin	eval
ivec15-lre_cxwkruc	out_of_set	eval
ivec15-lre_cyfeycc	urdu	eval
ivec15-lre_cygjoxc	turkish	eval
ivec15-lre_cygtvic	out_of_set	prog
ivec15-lre_cylgnzc	pashto	eval
ivec15-lre_cypqfyc	out_of_set	eval
ivec15-lre_cysnunc	polish	prog
ivec15-lre_cyvqidc	tibetan	eval
ivec15-lre_cyztcrc	out_of_set	prog
ivec15-lre_czaoxrc	bengali	eval
ivec15-lre_czbiwnc	armenian	eval
ivec15-lre_czhvqkc	burmese	eval
ivec15-lre_czldpxc	out_of_set	prog
ivec15-lre_cznidxc	tajik	prog
ivec15-lre_czumexc	english	eval
ivec15-lre_czwnjyc	out_of_set	eval
ivec15-lre_czzfwlc	tagalog	prog
ivec15-lre_czzrmsc	azerbaijani	prog
ivec15-lre_czzswic	uzbek	eval
ivec15-lre_daapqtc	turkish	eval
ivec15-lre_daiaatc	out_of_set	eval
ivec15-lre_dajbwqc	out_of_set	prog
ivec15-lre_dassxxc	punjabi	eval
ivec15-lre_datjhfc	out_of_set	eval
ivec15-lre_daxvdvc	indonesian	prog
ivec15-lre_dbaqupc	burmese	eval
ivec15-lre_dbbmtzc	out_of_set	eval
ivec15-lre_dbfgcnc	turkish	eval
ivec15-lre_dbfobgc	ukrainian	eval
ivec15-lre_dbhpekc	kosovo	eval
ivec15-lre_dbhuhuc	oromo	eval
ivec15-lre_dbiudmc	out_of_set	prog
ivec15-lre_dbmglgc	japanese	eval
ivec15-lre_dbnbvic	portuguese	eval
ivec15-lre_dbnlpwc	tatar	eval
ivec15-lre_dbnzscc	spanish	eval
ivec15-lre_dbuaruc	laotian	eval
ivec15-lre_dbvgmgc	hindi	prog
ivec15-lre_dbytszc	out_of_set	eval
ivec15-lre_dcdqndc	kazakh	eval
ivec15-lre_dchlekc	polish	eval
ivec15-lre_dcivzrc	hausa	eval
ivec15-lre_dcoaqoc	amharic	prog
ivec15-lre_dcpxpsc	farsi	prog
ivec15-lre_dcqbkoc	japanese	eval
ivec15-lre_dcqhkrc	out_of_set	prog
ivec15-lre_dczkpoc	out_of_set	eval
ivec15-lre_ddfntrc	uzbek	prog
ivec15-lre_ddszhrc	out_of_set	eval
ivec15-lre_ddtgccc	out_of_set	eval
ivec15-lre_ddtieqc	cantonese	prog
ivec15-lre_ddtsbjc	laotian	eval
ivec15-lre_ddymcqc	out_of_set	eval
ivec15-lre_ddyprpc	french	eval
ivec15-lre_deazgkc	farsi	eval
ivec15-lre_deebrqc	tatar	eval
ivec15-lre_degysqc	tagalog	eval
ivec15-lre_deiofpc	tagalog	prog
ivec15-lre_dejoukc	out_of_set	eval
ivec15-lre_devzapc	cantonese	eval
ivec15-lre_dewtdec	out_of_set	prog
ivec15-lre_dexrenc	bosnian	eval
ivec15-lre_dfapiic	uzbek	eval
ivec15-lre_dfcoqgc	out_of_set	eval
ivec15-lre_dfcpboc	dari	prog
ivec15-lre_dffbahc	cantonese	eval
ivec15-lre_dffbmcc	out_of_set	eval
ivec15-lre_dfkwpjc	pashto	eval
ivec15-lre_dflsbrc	khmer	eval
ivec15-lre_dfnsiuc	out_of_set	eval
ivec15-lre_dfnvzxc	spanish	prog
ivec15-lre_dfnymsc	tagalog	prog
ivec15-lre_dfqxdfc	russian	eval
ivec15-lre_dfuhasc	oromo	eval
ivec15-lre_dfuydec	amharic	eval
ivec15-lre_dfvdbbc	hindi	eval
ivec15-lre_dfwlmzc	russian	prog
ivec15-lre_dfzsbqc	turkish	eval
ivec15-lre_dgftwsc	kyryz	eval
ivec15-lre_dghxvrc	bosnian	prog
ivec15-lre_dglyarc	bengali	eval
ivec15-lre_dgxgjqc	romanian	eval
ivec15-lre_dhapync	kazakh	eval
ivec15-lre_dhbsivc	creole	eval
ivec15-lre_dhcbjzc	turkish	eval
ivec15-lre_dhhnrdc	swahili	eval
ivec15-lre_dhjndqc	out_of_set	eval
ivec15-lre_dhonmyc	japanese	eval
ivec15-lre_dhrkqwc	burmese	eval
ivec15-lre_dhxgnmc	out_of_set	prog
ivec15-lre_diiyojc	kazakh	eval
ivec15-lre_dijuyoc	burmese	prog
ivec15-lre_dikyqnc	uzbek	eval
ivec15-lre_dikzpec	czech	prog
ivec15-lre_dinhtpc	punjabi	prog
ivec15-lre_dioubxc	out_of_set	eval
ivec15-lre_dirposc	korean	eval
ivec15-lre_diwsilc	out_of_set	prog
ivec15-lre_djccqhc	portuguese	prog
ivec15-lre_djdttmc	out_of_set	eval
ivec15-lre_djfcfmc	urdu	eval
ivec15-lre_djjsoqc	out_of_set	prog
ivec15-lre_djmkxxc	french	eval
ivec15-lre_djnqoxc	tagalog	eval
ivec15-lre_djoacvc	english	eval
ivec15-lre_djqfagc	turkish	prog
ivec15-lre_djqfnvc	zulu	eval
ivec15-lre_djuxhzc	out_of_set	eval
ivec15-lre_djxrmrc	french	eval
ivec15-lre_djyhcqc	out_of_set	prog
ivec15-lre_dkafqqc	out_of_set	eval
ivec15-lre_dkchlvc	bosnian	eval
ivec15-lre_dkdyqpc	out_of_set	eval
ivec15-lre_dkhjuyc	kurdish	eval
ivec15-lre_dknxuoc	kurdish	eval
ivec15-lre_dkpbpjc	romanian	eval
ivec15-lre_dkpccdc	arabic	prog
ivec15-lre_dkrsouc	out_of_set	prog
ivec15-lre_dlbvcdc	out_of_set	eval
ivec15-lre_dliavac	english	eval
ivec15-lre_dlieesc	shona	prog
ivec15-lre_dlivzgc	french	eval
ivec15-lre_dljbokc	dari	eval
ivec15-lre_dljpjhc	laotian	eval
ivec15-lre_dlkcujc	out_of_set	prog
ivec15-lre_dlrrysc	out_of_set	prog
ivec15-lre_dlsmcic	kazakh	eval
ivec15-lre_dlxbdvc	somali	eval
ivec15-lre_dlxwguc	uzbek	prog
ivec15-lre_dmbfgic	tibetan	prog
ivec15-lre_dmeglxc	azerbaijani	eval
ivec15-lre_dmjnudc	arabic	eval
ivec15-lre_dmkqiic	polish	eval
ivec15-lre_dmlvspc	tatar	prog
ivec15-lre_dncgcjc	amharic	eval
ivec15-lre_dnfzbyc	swahili	eval
ivec15-lre_dngxagc	out_of_set	eval
ivec15-lre_dnikcxc	out_of_set	prog
ivec15-lre_dnjhrcc	burmese	eval
ivec15-lre_dnkqspc	azerbaijani	prog
ivec15-lre_dnogbkc	out_of_set	eval
ivec15-lre_dnrlqic	kosovo	eval
ivec15-lre_dnszmpc	french	eval
ivec15-lre_dnvebqc	thai	eval
ivec15-lre_dnydxzc	slovak	prog
ivec15-lre_doausec	slovak	eval
ivec15-lre_dobkdec	tatar	prog
ivec15-lre_docxzlc	out_of_set	eval
ivec15-lre_dojavwc	out_of_set	eval
ivec15-lre_dojvdoc	czech	eval
ivec15-lre_domjqgc	romanian	eval
ivec15-lre_donjkhc	ukrainian	prog
ivec15-lre_doogapc	urdu	eval
ivec15-lre_dopjhjc	tibetan	eval
ivec15-lre_dorxnfc	tagalog	prog
ivec15-lre_doukpzc	romanian	eval
ivec15-lre_dovewic	uzbek	eval
ivec15-lre_dowpwac	kazakh	prog
ivec15-lre_dpblaqc	dari	eval
ivec15-lre_dpbuipc	creole	eval
ivec15-lre_dpdtdtc	swahili	eval
ivec15-lre_dpggncc	out_of_set	eval
ivec15-lre_dpibazc	bosnian	eval
ivec15-lre_dpkcjqc	out_of_set	prog
ivec15-lre_dplvnac	out_of_set	eval
ivec15-lre_dpqpiic	swahili	eval
ivec15-lre_dpwwyfc	georgian	eval
ivec15-lre_dqbnazc	indonesian	prog
ivec15-lre_dqcdddc	out_of_set	eval
ivec15-lre_dqfhskc	out_of_set	eval
ivec15-lre_dqfmnsc	amharic	eval
ivec15-lre_dqgtvnc	english	eval
ivec15-lre_dqhjsec	tatar	prog
ivec15-lre_dqhqdrc	ukrainian	eval
ivec15-lre_dqmydec	out_of_set	eval
ivec15-lre_dqvfcec	pashto	prog
ivec15-lre_drdnyuc	out_of_set	prog
ivec15-lre_dreccsc	greek	prog
ivec15-lre_drefakc	polish	eval
ivec15-lre_dridcoc	slovak	eval
ivec15-lre_drjtohc	english	prog
ivec15-lre_drkzkgc	korean	eval
ivec15-lre_drnjumc	turkish	eval
ivec15-lre_drohyxc	kazakh	eval
ivec15-lre_drqidoc	farsi	eval
ivec15-lre_drxzywc	mandarin	eval
ivec15-lre_dryclvc	burmese	eval
ivec15-lre_dryszgc	out_of_set	prog
ivec15-lre_dsetmzc	dari	eval
ivec15-lre_dsilnrc	khmer	prog
ivec15-lre_dskzayc	french	eval
ivec15-lre_dsltkvc	cantonese	prog
ivec15-lre_dsmazxc	tajik	eval
ivec15-lre_dsodqoc	out_of_set	eval
ivec15-lre_dsqwfzc	czech	prog
ivec15-lre_dsrazsc	out_of_set	eval
ivec15-lre_dsxiagc	kyryz	prog
ivec15-lre_dtauyhc	uzbek	eval
ivec15-lre_dtbrncc	out_of_set	eval
ivec15-lre_dtcbiec	out_of_set	eval
ivec15-lre_dtimdxc	czech	eval
ivec15-lre_dtnpmnc	out_of_set	eval
ivec15-lre_dtpzdac	khmer	eval
ivec15-lre_dtqimuc	czech	prog
ivec15-lre_dtrxmic	kosovo	eval
ivec15-lre_dtuhmnc	kazakh	eval
ivec15-lre_dtwtntc	out_of_set	eval
ivec15-lre_dtzsqrc	out_of_set	prog
ivec15-lre_duanbzc	russian	eval
ivec15-lre_dubwsic	armenian	eval
ivec15-lre_dulrhlc	bosnian	eval
ivec15-lre_dunftmc	out_of_set	prog
ivec15-lre_duoendc	georgian	eval
ivec15-lre_duqskdc	turkish	prog
ivec15-lre_durmtfc	somali	eval
ivec15-lre_duudwbc	out_of_set	eval
ivec15-lre_duwquvc	uzbek	eval
ivec15-lre_duxnwpc	laotian	prog
ivec15-lre_duytgjc	swahili	eval
ivec15-lre_dvczqcc	mandarin	eval
ivec15-lre_dvfseic	zulu	prog
ivec15-lre_dvgeorc	out_of_set	prog
ivec15-lre_dvhdbkc	slovak	eval
ivec15-lre_dvhptic	russian	prog
ivec15-lre_dvjmqpc	shona	eval
ivec15-lre_dvlvzec	thai	prog
ivec15-lre_dvqfvbc	out_of_set	prog
ivec15-lre_dvrgxtc	punjabi	prog
ivec15-lre_dvxhsnc	creole	prog
ivec15-lre_dwawlpc	japanese	eval
ivec15-lre_dwbakxc	armenian	eval
ivec15-lre_dwerrgc	out_of_set	eval
ivec15-lre_dwfgpwc	ukrainian	eval
ivec15-lre_dwgropc	tibetan	eval
ivec15-lre_dwixmpc	out_of_set	eval
ivec15-lre_dwjsjdc	farsi	eval
ivec15-lre_dwneloc	armenian	eval
ivec15-lre_dwnvouc	out_of_set	prog
ivec15-lre_dwpqvzc	mandarin	prog
ivec15-lre_dwsqfrc	somali	eval
ivec15-lre_dwuwvmc	out_of_set	eval
ivec15-lre_dwvclvc	polish	eval
ivec15-lre_dwvkktc	oromo	prog
ivec15-lre_dwvzyic	out_of_set	eval
ivec15-lre_dwymgsc	out_of_set	eval
ivec15-lre_dwymptc	russian	prog
ivec15-lre_dwzboqc	out_of_set	eval
ivec15-lre_dxbmadc	out_of_set	prog
ivec15-lre_dxdetlc	swahili	eval
ivec15-lre_dxeiwdc	oromo	eval
ivec15-lre_dxffcoc	dari	eval
ivec15-lre_dxixrvc	kyryz	eval
ivec15-lre_dxrzxxc	creole	eval
ivec15-lre_dxyzddc	out_of_set	prog
ivec15-lre_dybdpvc	out_of_set	eval
ivec15-lre_dycxwqc	tatar	eval
ivec15-lre_dydifgc	georgian	eval
ivec15-lre_dyexpic	amharic	eval
ivec15-lre_dyhkwsc	french	eval
ivec15-lre_dynqkrc	korean	prog
ivec15-lre_dyophgc	ukrainian	eval
ivec15-lre_dysmnfc	spanish	eval
ivec15-lre_dythejc	out_of_set	prog
ivec15-lre_dyuezhc	japanese	eval
ivec15-lre_dyugixc	romanian	eval
ivec15-lre_dyxrvcc	polish	eval
ivec15-lre_dzcmbpc	cantonese	eval
ivec15-lre_dzhvvfc	armenian	prog
ivec15-lre_dzjdcic	tatar	eval
ivec15-lre_dzqqvpc	out_of_set	eval
ivec15-lre_dzrirbc	out_of_set	eval
ivec15-lre_dztrutc	out_of_set	eval
ivec15-lre_dzuyfpc	burmese	eval
ivec15-lre_eadnmqc	out_of_set	eval
ivec15-lre_eaefeqc	thai	prog
ivec15-lre_eahgqnc	tibetan	eval
ivec15-lre_eayhodc	greek	eval
ivec15-lre_eayzkic	swahili	prog
ivec15-lre_ebajagc	armenian	prog
ivec15-lre_ebaudoc	bengali	prog
ivec15-lre_ebbmfac	pashto	eval
ivec15-lre_ebcljfc	portuguese	eval
ivec15-lre_ebcqiac	georgian	eval
ivec15-lre_ebduawc	out_of_set	prog
ivec15-lre_ebftpqc	tatar	eval
ivec15-lre_ebhnysc	arabic	eval
ivec15-lre_ebrzqpc	armenian	eval
ivec15-lre_ebsmyyc	kosovo	eval
ivec15-lre_ebwhdwc	bosnian	eval
ivec15-lre_ebxvuyc	out_of_set	eval
ivec15-lre_ebyxoxc	portuguese	eval
ivec15-lre_ecclnac	japanese	eval
ivec15-lre_echemrc	out_of_set	prog
ivec15-lre_ecjpykc	out_of_set	eval
ivec15-lre_eckhplc	polish	eval
ivec15-lre_eckmdfc	farsi	prog
ivec15-lre_ecseyhc	out_of_set	eval
ivec15-lre_ecssooc	bosnian	eval
ivec15-lre_ecthaoc	somali	eval
ivec15-lre_ectqfcc	swahili	eval
ivec15-lre_eczsuuc	french	eval
ivec15-lre_eczyblc	georgian	prog
ivec15-lre_edafbfc	out_of_set	prog
ivec15-lre_edcelfc	kyryz	eval
ivec15-lre_eddqffc	russian	eval
ivec15-lre_edfqimc	georgian	eval
ivec15-lre_eedwhoc	khmer	eval
ivec15-lre_eehozsc	kazakh	prog
ivec15-lre_eekxywc	korean	eval
ivec15-lre_eembnbc	hindi	eval
ivec15-lre_eesiodc	spanish	eval
ivec15-lre_eevelzc	kurdish	eval
ivec15-lre_eeyibbc	korean	eval
ivec15-lre_efbkwyc	kazakh	eval
ivec15-lre_efbvzfc	korean	prog
ivec15-lre_efeaxcc	out_of_set	eval
ivec15-lre_efewbnc	punjabi	prog
ivec15-lre_efpabic	bengali	eval
ivec15-lre_efpoevc	out_of_set	prog
ivec15-lre_efqkoyc	burmese	eval
ivec15-lre_efsxtpc	japanese	prog
ivec15-lre_eftboqc	out_of_set	eval
ivec15-lre_eftnvbc	out_of_set	eval
ivec15-lre_efyhxkc	out_of_set	eval
ivec15-lre_egccoec	zulu	prog
ivec15-lre_egcllvc	out_of_set	eval
ivec15-lre_egeftyc	urdu	eval
ivec15-lre_eggissc	farsi	eval
ivec15-lre_egjqfac	tibetan	eval
ivec15-lre_egsmayc	turkish	eval
ivec15-lre_egtcfzc	portuguese	eval
ivec15-lre_egvflqc	out_of_set	prog
ivec15-lre_egzgowc	kyryz	eval
ivec15-lre_ehchdcc	punjabi	eval
ivec15-lre_ehmcuec	spanish	prog
ivec15-lre_ehuxxac	ukrainian	eval
ivec15-lre_ehwctrc	thai	eval
ivec15-lre_eikldsc	zulu	eval
ivec15-lre_eikywec	azerbaijani	eval
ivec15-lre_eiqtqjc	french	eval
ivec15-lre_eismwuc	out_of_set	prog
ivec15-lre_eitperc	amharic	eval
ivec15-lre_eitwdhc	out_of_set	eval
ivec15-lre_eixrjac	bosnian	eval
ivec15-lre_eizjezc	tatar	eval
ivec15-lre_ejagzdc	kyryz	eval
ivec15-lre_ejbqxyc	japanese	prog
ivec15-lre_ejdnesc	kosovo	eval
ivec15-lre_ejepvic	out_of_set	eval
ivec15-lre_ejfoejc	kurdish	eval
ivec15-lre_ejieurc	greek	prog
ivec15-lre_ejigbec	punjabi	eval
ivec15-lre_ejiwfac	tajik	prog
ivec15-lre_ejjtjoc	out_of_set	eval
ivec15-lre_ejjzlvc	khmer	eval
ivec15-lre_ejmowac	khmer	eval
ivec15-lre_ejmsfbc	arabic	eval
ivec15-lre_ejnlmjc	out_of_set	eval
ivec15-lre_ejtytlc	armenian	eval
ivec15-lre_ejzlbic	hausa	prog
ivec15-lre_ejzrkrc	romanian	eval
ivec15-lre_ekazjqc	ukrainian	prog
ivec15-lre_ekgpmkc	bengali	eval
ivec15-lre_eklrfyc	ukrainian	prog
ivec15-lre_ekmnwbc	japanese	eval
ivec15-lre_eknbizc	shona	eval
ivec15-lre_eknrhdc	zulu	prog
ivec15-lre_ekqdzdc	bosnian	eval
ivec15-lre_ekrlfhc	polish	eval
ivec15-lre_ekssblc	spanish	eval
ivec15-lre_eksxkac	greek	eval
ivec15-lre_ekueiac	out_of_set	eval
ivec15-lre_ekujsxc	tagalog	eval
ivec15-lre_ekwmymc	out_of_set	eval
ivec15-lre_ekwwnlc	hindi	eval
ivec15-lre_ekxnsjc	creole	eval
ivec15-lre_elcklwc	cantonese	eval
ivec15-lre_elklqkc	out_of_set	prog
ivec15-lre_elqjxtc	swahili	eval
ivec15-lre_elrlgmc	polish	eval
ivec15-lre_elvubwc	swahili	eval
ivec15-lre_elysdzc	swahili	prog
ivec15-lre_emgpgbc	spanish	eval
ivec15-lre_emiuqhc	oromo	prog
ivec15-lre_emjrbsc	out_of_set	eval
ivec15-lre_emjueqc	portuguese	eval
ivec15-lre_emmzfxc	russian	prog
ivec15-lre_empbmrc	punjabi	prog
ivec15-lre_empgzlc	amharic	prog
ivec15-lre_emqctlc	french	eval
ivec15-lre_enckzfc	hindi	prog
ivec15-lre_encpvbc	japanese	eval
ivec15-lre_encpykc	portuguese	eval
ivec15-lre_enddifc	turkish	eval
ivec15-lre_endikkc	out_of_set	eval
ivec15-lre_eneawnc	ukrainian	eval
ivec15-lre_enmdgoc	kurdish	prog
ivec15-lre_enpxvec	portuguese	prog
ivec15-lre_enrnizc	portuguese	eval
ivec15-lre_enunsvc	hausa	eval
ivec15-lre_enwongc	out_of_set	eval
ivec15-lre_eobntdc	out_of_set	eval
ivec15-lre_eokkdhc	japanese	eval
ivec15-lre_eooaghc	out_of_set	prog
ivec15-lre_eoplgnc	out_of_set	eval
ivec15-lre_eoszpac	out_of_set	eval
ivec15-lre_eouxfbc	out_of_set	eval
ivec15-lre_eoxpvlc	farsi	eval
ivec15-lre_epafskc	out_of_set	eval
ivec15-lre_epalbmc	out_of_set	eval
ivec15-lre_epdlqsc	out_of_set	eval
ivec15-lre_epeocbc	kurdish	eval
ivec15-lre_epezfmc	creole	eval
ivec15-lre_eprphdc	turkish	eval
ivec15-lre_epsdaoc	russian	prog
ivec15-lre_eqbjfqc	hausa	eval
ivec15-lre_eqbntpc	japanese	eval
ivec15-lre_eqbuvhc	portuguese	prog
ivec15-lre_eqcalqc	czech	prog
ivec15-lre_eqdlxfc	japanese	prog
ivec15-lre_eqduqvc	punjabi	prog
ivec15-lre_eqgqpxc	georgian	eval
ivec15-lre_eqlhvtc	tajik	eval
ivec15-lre_eqnfpdc	portuguese	prog
ivec15-lre_eqtxvac	hausa	eval
ivec15-lre_equupqc	kyryz	eval
ivec15-lre_eqyjxfc	bosnian	eval
ivec15-lre_erexstc	ukrainian	eval
ivec15-lre_erfldgc	greek	eval
ivec15-lre_erihbhc	kazakh	eval
ivec15-lre_erjwykc	creole	eval
ivec15-lre_ernaxoc	korean	prog
ivec15-lre_erplvmc	out_of_set	eval
ivec15-lre_erppztc	bengali	prog
ivec15-lre_ersdjoc	greek	eval
ivec15-lre_erucouc	out_of_set	prog
ivec15-lre_eruvfnc	indonesian	eval
ivec15-lre_erwbhoc	somali	prog
ivec15-lre_erwbpac	kurdish	prog
ivec15-lre_esavflc	kazakh	eval
ivec15-lre_esbxxsc	pashto	eval
ivec15-lre_esmwopc	kurdish	eval
ivec15-lre_esqbdqc	arabic	eval
ivec15-lre_esrfloc	laotian	prog
ivec15-lre_esslrrc	romanian	prog
ivec15-lre_estjtzc	out_of_set	eval
ivec15-lre_estkcdc	armenian	eval
ivec15-lre_eswxojc	out_of_set	prog
ivec15-lre_eszfeuc	out_of_set	eval
ivec15-lre_etaagxc	uzbek	eval
ivec15-lre_etbtanc	bosnian	eval
ivec15-lre_etcagrc	khmer	prog
ivec15-lre_etnaizc	somali	prog
ivec15-lre_ettamqc	ukrainian	prog
ivec15-lre_ettldnc	kyryz	prog
ivec15-lre_euavefc	french	prog
ivec15-lre_eubidzc	spanish	eval
ivec15-lre_eucrdwc	zulu	eval
ivec15-lre_eupvflc	japanese	prog
ivec15-lre_eupwmlc	out_of_set	prog
ivec15-lre_euxxyqc	out_of_set	eval
ivec15-lre_euzygoc	ukrainian	eval
ivec15-lre_evbecwc	tagalog	eval
ivec15-lre_evcjddc	farsi	prog
ivec15-lre_evfssuc	portuguese	eval
ivec15-lre_evlnngc	oromo	prog
ivec15-lre_evnetgc	azerbaijani	eval
ivec15-lre_evpaxkc	pashto	eval
ivec15-lre_evrxqgc	cantonese	eval
ivec15-lre_evzfzac	bengali	eval
ivec15-lre_ewltyjc	portuguese	eval
ivec15-lre_ewralqc	creole	eval
ivec15-lre_ewrkfec	out_of_set	eval
ivec15-lre_ewshstc	turkish	prog
ivec15-lre_exbtzsc	korean	prog
ivec15-lre_exfmsdc	tibetan	eval
ivec15-lre_exgbgzc	japanese	eval
ivec15-lre_exhivnc	burmese	eval
ivec15-lre_exmkjoc	english	eval
ivec15-lre_exnlvxc	laotian	eval
ivec15-lre_exruhvc	bengali	prog
ivec15-lre_exvmqvc	indonesian	eval
ivec15-lre_exwpcwc	out_of_set	prog
ivec15-lre_eyduokc	swahili	prog
ivec15-lre_eydyumc	amharic	eval
ivec15-lre_eynnivc	indonesian	eval
ivec15-lre_eyqdxhc	polish	eval
ivec15-lre_eysvbmc	urdu	prog
ivec15-lre_ezdjyxc	out_of_set	prog
ivec15-lre_ezntosc	polish	prog
ivec15-lre_eztsawc	dari	eval
ivec15-lre_ezuejsc	tatar	eval
ivec15-lre_ezvhtlc	kosovo	prog
ivec15-lre_ezvvtrc	english	eval
ivec15-lre_ezwoszc	out_of_set	eval
ivec15-lre_ezwtkqc	urdu	prog
ivec15-lre_ezxpibc	out_of_set	eval
ivec15-lre_faamcyc	out_of_set	eval
ivec15-lre_facaxoc	ukrainian	eval
ivec15-lre_faceejc	georgian	eval
ivec15-lre_fahjhsc	out_of_set	prog
ivec15-lre_fapzrac	indonesian	eval
ivec15-lre_farajgc	out_of_set	eval
ivec15-lre_farhzoc	armenian	eval
ivec15-lre_farqmic	polish	eval
ivec15-lre_fatxwoc	indonesian	eval
ivec15-lre_faudvdc	cantonese	eval
ivec15-lre_favefzc	french	eval
ivec15-lre_favvgtc	zulu	eval
ivec15-lre_faxgubc	urdu	eval
ivec15-lre_fbeoasc	out_of_set	prog
ivec15-lre_fbfditc	japanese	eval
ivec15-lre_fbfoxgc	azerbaijani	eval
ivec15-lre_fbistxc	punjabi	prog
ivec15-lre_fbklhyc	arabic	eval
ivec15-lre_fbqgoac	greek	prog
ivec15-lre_fcauuzc	azerbaijani	eval
ivec15-lre_fcbdehc	greek	prog
ivec15-lre_fccugzc	out_of_set	eval
ivec15-lre_fcffolc	amharic	prog
ivec15-lre_fchtstc	out_of_set	eval
ivec15-lre_fcicwdc	korean	eval
ivec15-lre_fcieauc	out_of_set	eval
ivec15-lre_fcjanfc	russian	eval
ivec15-lre_fcjzidc	indonesian	prog
ivec15-lre_fcqbtjc	out_of_set	eval
ivec15-lre_fcqvyfc	punjabi	eval
ivec15-lre_fcsabwc	kurdish	prog
ivec15-lre_fcsayzc	tibetan	eval
ivec15-lre_fcscric	out_of_set	eval
ivec15-lre_fcupkkc	oromo	eval
ivec15-lre_fcvbhzc	out_of_set	eval
ivec15-lre_fcvhvxc	thai	eval
ivec15-lre_fcxvscc	czech	eval
ivec15-lre_fczerqc	somali	prog
ivec15-lre_fdecmfc	out_of_set	prog
ivec15-lre_fdffvuc	japanese	eval
ivec15-lre_fdjwbtc	tagalog	eval
ivec15-lre_fdnarkc	out_of_set	eval
ivec15-lre_fdpymac	laotian	prog
ivec15-lre_fdsugjc	thai	prog
ivec15-lre_fdufgqc	urdu	eval
ivec15-lre_fdxmwwc	armenian	eval
ivec15-lre_fdxsfec	creole	eval
ivec15-lre_febldzc	out_of_set	eval
ivec15-lre_fedxvoc	farsi	prog
ivec15-lre_feefplc	out_of_set	eval
ivec15-lre_fegdzvc	cantonese	eval
ivec15-lre_feggrec	kosovo	eval
ivec15-lre_fehamgc	arabic	prog
ivec15-lre_feocjjc	out_of_set	eval
ivec15-lre_feqgusc	kurdish	eval
ivec15-lre_fevsawc	tatar	eval
ivec15-lre_fezveec	kazakh	prog
ivec15-lre_ffabgrc	amharic	prog
ivec15-lre_ffbbztc	hausa	eval
ivec15-lre_ffhopic	urdu	eval
ivec15-lre_ffiykzc	farsi	eval
ivec15-lre_ffohkcc	swahili	eval
ivec15-lre_ffqqbqc	tagalog	eval
ivec15-lre_ffssqcc	farsi	eval
ivec15-lre_ffvxegc	spanish	eval
ivec15-lre_ffyygkc	hindi	eval
ivec15-lre_ffzqvgc	out_of_set	eval
ivec15-lre_fgcpahc	khmer	prog
ivec15-lre_fghfzhc	kazakh	eval
ivec15-lre_fgqcvuc	laotian	eval
ivec15-lre_fgxiuoc	arabic	eval
ivec15-lre_fgzbbhc	tibetan	eval
ivec15-lre_fhcibfc	laotian	eval
ivec15-lre_fhdxnjc	bosnian	eval
